31.4218,-17.99651,587,299,575,300
31.4218,-10.89219,587,280,575,275
31.4218,-24.82607,587,318,575,325
24.08025,-31.29909,566,336,-1,-1
-71.35978,10.99806,301,219,300,225
-64.01824,10.99806,322,219,325,225
60.78796,43.0407,668,130,675,125
-159.45827,69.90839,57,55,50,50
-152.11673,69.90839,77,55,75,50
-144.77519,69.90839,97,55,100,50
-159.45827,67.22934,57,63,50,75
-152.11673,67.22934,77,63,75,75
-144.77519,67.22934,97,63,100,75
-159.45827,64.21453,57,71,-1,-1
-152.11673,64.21453,77,71,-1,-1
-144.77519,64.21453,97,71,-1,-1
-159.45827,60.83133,57,81,-1,-1
-152.11673,60.83133,77,81,-1,-1
-144.77519,60.83133,97,81,-1,-1
-159.45827,57.04802,57,91,50,100
-122.75057,48.17145,159,116,150,125
-115.40902,48.17145,179,116,175,125
-108.06748,48.17145,199,116,200,125
-100.72594,48.17145,220,116,225,125
-93.3844,48.17145,240,116,250,125
-122.75057,43.0407,159,130,-1,-1
-115.40902,43.0407,179,130,-1,-1
-108.06748,43.0407,199,130,-1,-1
-100.72594,43.0407,220,130,-1,-1
-93.3844,43.0407,240,130,-1,-1
-86.04286,43.0407,260,130,-1,-1
-78.70132,43.0407,281,130,275,125
-71.35978,43.0407,301,130,300,125
-122.75057,37.44212,159,145,150,150
-115.40902,37.44212,179,145,175,150
-108.06748,37.44212,199,145,200,150
-100.72594,37.44212,220,145,225,150
-93.3844,37.44212,240,145,250,150
-86.04286,37.44212,260,145,-1,-1
-78.70132,37.44212,281,145,275,150
-100.72594,31.39118,220,162,-1,-1
-93.3844,31.39118,240,162,-1,-1
-86.04286,31.39118,260,162,-1,-1
-56.6767,-31.29909,342,336,350,325
24.08025,48.17145,566,116,575,125
31.4218,48.17145,587,116,-1,-1
38.76334,48.17145,607,116,600,125
31.4218,3.72206,587,239,575,250
31.4218,-3.61446,587,260,-1,-1
31.4218,37.44212,587,145,575,150
38.76334,37.44212,607,145,600,150
9.39717,37.44212,526,145,525,150
9.39717,31.39118,526,162,-1,-1
60.78796,37.44212,668,145,675,150
68.1295,37.44212,689,145,700,150
16.73871,18.09903,546,199,550,200
16.73871,10.99806,546,219,550,225
16.73871,67.22934,546,63,550,75
16.73871,64.21453,546,71,-1,-1
16.73871,60.83133,546,81,-1,-1
-56.6767,3.72206,342,239,350,250
46.10488,10.99806,628,219,625,225
46.10488,3.72206,628,239,625,250
24.08025,18.09903,566,199,575,200
31.4218,18.09903,587,199,-1,-1
24.08025,10.99806,566,219,575,225
31.4218,10.99806,587,219,-1,-1
38.76334,31.39118,607,162,-1,-1
38.76334,24.92389,607,180,600,175
46.10488,24.92389,628,180,625,175
46.10488,18.09903,628,199,625,200
-12.62745,24.92389,464,180,475,175
60.78796,80.61064,668,26,675,25
97.49566,79.33402,770,29,775,25
97.49566,76.245,770,38,775,50
104.83721,76.245,791,38,800,50
112.17875,76.245,811,38,-1,-1
90.15412,74.38644,750,43,750,50
97.49566,74.38644,770,43,-1,-1
104.83721,74.38644,791,43,-1,-1
112.17875,74.38644,811,43,-1,-1
53.44642,72.28384,648,49,650,50
68.1295,72.28384,689,49,700,50
75.47104,72.28384,709,49,-1,-1
82.81258,72.28384,730,49,725,50
90.15412,72.28384,750,49,-1,-1
97.49566,72.28384,770,49,-1,-1
104.83721,72.28384,791,49,-1,-1
112.17875,72.28384,811,49,-1,-1
119.52029,72.28384,832,49,825,50
126.86183,72.28384,852,49,850,50
141.54491,72.28384,893,49,900,50
148.88645,72.28384,913,49,925,50
31.4218,69.90839,587,55,575,50
60.78796,69.90839,668,55,675,50
68.1295,69.90839,689,55,-1,-1
75.47104,69.90839,709,55,-1,-1
82.81258,69.90839,730,55,-1,-1
90.15412,69.90839,750,55,-1,-1
97.49566,69.90839,770,55,-1,-1
104.83721,69.90839,791,55,-1,-1
112.17875,69.90839,811,55,-1,-1
119.52029,69.90839,832,55,-1,-1
126.86183,69.90839,852,55,-1,-1
134.20337,69.90839,872,55,875,50
141.54491,69.90839,893,55,-1,-1
148.88645,69.90839,913,55,-1,-1
156.22799,69.90839,933,55,-1,-1
163.56953,69.90839,954,55,950,50
170.91107,69.90839,974,55,975,50
-174.14135,67.22934,16,63,25,75
31.4218,67.22934,587,63,575,75
38.76334,67.22934,607,63,600,75
53.44642,67.22934,648,63,650,75
60.78796,67.22934,668,63,675,75
68.1295,67.22934,689,63,700,75
75.47104,67.22934,709,63,-1,-1
82.81258,67.22934,730,63,725,75
90.15412,67.22934,750,63,750,75
97.49566,67.22934,770,63,775,75
104.83721,67.22934,791,63,800,75
112.17875,67.22934,811,63,-1,-1
119.52029,67.22934,832,63,825,75
126.86183,67.22934,852,63,850,75
134.20337,67.22934,872,63,875,75
141.54491,67.22934,893,63,900,75
148.88645,67.22934,913,63,925,75
156.22799,67.22934,933,63,-1,-1
163.56953,67.22934,954,63,950,75
170.91107,67.22934,974,63,975,75
178.25262,67.22934,995,63,1000,75
31.4218,64.21453,587,71,-1,-1
38.76334,64.21453,607,71,-1,-1
46.10488,64.21453,628,71,625,75
53.44642,64.21453,648,71,-1,-1
60.78796,64.21453,668,71,-1,-1
68.1295,64.21453,689,71,-1,-1
75.47104,64.21453,709,71,-1,-1
82.81258,64.21453,730,71,-1,-1
90.15412,64.21453,750,71,-1,-1
97.49566,64.21453,770,71,-1,-1
104.83721,64.21453,791,71,-1,-1
112.17875,64.21453,811,71,-1,-1
119.52029,64.21453,832,71,-1,-1
126.86183,64.21453,852,71,-1,-1
134.20337,64.21453,872,71,-1,-1
141.54491,64.21453,893,71,-1,-1
148.88645,64.21453,913,71,-1,-1
156.22799,64.21453,933,71,-1,-1
163.56953,64.21453,954,71,-1,-1
170.91107,64.21453,974,71,-1,-1
178.25262,64.21453,995,71,-1,-1
31.4218,60.83133,587,81,-1,-1
38.76334,60.83133,607,81,-1,-1
46.10488,60.83133,628,81,-1,-1
53.44642,60.83133,648,81,-1,-1
60.78796,60.83133,668,81,-1,-1
68.1295,60.83133,689,81,-1,-1
75.47104,60.83133,709,81,-1,-1
82.81258,60.83133,730,81,-1,-1
90.15412,60.83133,750,81,-1,-1
97.49566,60.83133,770,81,-1,-1
104.83721,60.83133,791,81,-1,-1
112.17875,60.83133,811,81,-1,-1
119.52029,60.83133,832,81,-1,-1
126.86183,60.83133,852,81,-1,-1
134.20337,60.83133,872,81,-1,-1
141.54491,60.83133,893,81,-1,-1
148.88645,60.83133,913,81,-1,-1
163.56953,60.83133,954,81,-1,-1
170.91107,60.83133,974,81,-1,-1
31.4218,57.04802,587,91,575,100
38.76334,57.04802,607,91,600,100
46.10488,57.04802,628,91,625,100
53.44642,57.04802,648,91,650,100
60.78796,57.04802,668,91,675,100
68.1295,57.04802,689,91,700,100
75.47104,57.04802,709,91,-1,-1
82.81258,57.04802,730,91,725,100
90.15412,57.04802,750,91,750,100
97.49566,57.04802,770,91,775,100
104.83721,57.04802,791,91,800,100
112.17875,57.04802,811,91,-1,-1
119.52029,57.04802,832,91,825,100
126.86183,57.04802,852,91,850,100
134.20337,57.04802,872,91,875,100
156.22799,57.04802,933,91,925,100
31.4218,52.8358,587,103,-1,-1
38.76334,52.8358,607,103,-1,-1
46.10488,52.8358,628,103,-1,-1
53.44642,52.8358,648,103,-1,-1
82.81258,52.8358,730,103,-1,-1
90.15412,52.8358,750,103,-1,-1
97.49566,52.8358,770,103,-1,-1
104.83721,52.8358,791,103,-1,-1
112.17875,52.8358,811,103,-1,-1
119.52029,52.8358,832,103,-1,-1
126.86183,52.8358,852,103,-1,-1
134.20337,52.8358,872,103,-1,-1
141.54491,52.8358,893,103,900,100
156.22799,52.8358,933,103,-1,-1
46.10488,48.17145,628,116,625,125
141.54491,48.17145,893,116,900,125
46.10488,43.0407,628,130,-1,-1
-56.6767,-24.82607,342,318,-1,-1
16.73871,52.8358,546,103,550,100
141.54491,-3.61446,893,260,900,250
-71.35978,-3.61446,301,260,300,250
-71.35978,-10.89219,301,280,300,275
68.1295,31.39118,689,162,-1,-1
68.1295,24.92389,689,180,700,175
53.44642,18.09903,648,199,650,200
170.91107,-42.96185,974,369,975,375
16.73871,79.33402,546,29,550,25
24.08025,79.33402,566,29,575,25
16.73871,77.88612,546,33,-1,-1
24.08025,69.90839,566,55,-1,-1
9.39717,64.21453,526,71,525,75
9.39717,60.83133,526,81,-1,-1
9.39717,10.99806,526,219,525,225
9.39717,18.09903,526,199,525,200
16.73871,-17.99651,546,299,550,300
16.73871,-24.82607,546,318,550,325
-12.62745,18.09903,464,199,475,200
38.76334,-10.89219,607,280,600,275
90.15412,48.17145,750,116,750,125
97.49566,48.17145,770,116,775,125
104.83721,48.17145,791,116,800,125
112.17875,48.17145,811,116,-1,-1
97.49566,43.0407,770,130,-1,-1
104.83721,43.0407,791,130,-1,-1
97.49566,18.09903,770,199,775,200
-5.28591,24.92389,485,180,-1,-1
-5.28591,18.09903,485,199,-1,-1
2.05563,18.09903,505,199,500,200
-115.40902,31.39118,179,162,-1,-1
-108.06748,31.39118,199,162,-1,-1
-108.06748,24.92389,199,180,200,175
-100.72594,24.92389,220,180,225,175
-100.72594,18.09903,220,199,225,200
-93.3844,18.09903,240,199,250,200
46.10488,-17.99651,628,299,625,300
46.10488,-24.82607,628,318,625,325
-5.28591,31.39118,485,162,475,150
24.08025,57.04802,566,91,-1,-1
16.73871,31.39118,546,162,550,150
24.08025,31.39118,566,162,-1,-1
16.73871,24.92389,546,180,550,175
24.08025,24.92389,566,180,575,175
104.83721,18.09903,791,199,800,200
126.86183,37.44212,852,145,850,150
104.83721,10.99806,791,219,800,225
75.47104,43.0407,709,130,700,125
38.76334,3.72206,607,239,600,250
38.76334,-3.61446,607,260,-1,-1
60.78796,52.8358,668,103,-1,-1
68.1295,52.8358,689,103,-1,-1
75.47104,52.8358,709,103,-1,-1
53.44642,48.17145,648,116,650,125
60.78796,48.17145,668,116,-1,-1
68.1295,48.17145,689,116,-1,-1
75.47104,48.17145,709,116,-1,-1
82.81258,48.17145,730,116,725,125
53.44642,43.0407,648,130,-1,-1
68.1295,43.0407,689,130,-1,-1
141.54491,43.0407,893,130,-1,-1
-19.96899,64.21453,444,71,450,75
46.10488,31.39118,628,162,625,150
46.10488,37.44212,628,145,-1,-1
53.44642,37.44212,648,145,650,150
53.44642,31.39118,648,162,-1,-1
60.78796,31.39118,668,162,-1,-1
75.47104,31.39118,709,162,-1,-1
75.47104,24.92389,709,180,-1,-1
82.81258,24.92389,730,180,725,175
75.47104,18.09903,709,199,700,200
82.81258,18.09903,730,199,725,200
75.47104,10.99806,709,219,700,225
97.49566,3.72206,770,239,775,250
104.83721,-3.61446,791,260,800,250
119.52029,-3.61446,832,260,825,250
134.20337,-3.61446,872,260,875,250
-34.65207,83.5995,403,17,400,25
-41.99361,82.72672,383,20,375,25
-34.65207,82.72672,403,20,-1,-1
-27.31053,82.72672,424,20,425,25
-56.6767,81.73567,342,22,350,25
-49.33516,81.73567,362,22,-1,-1
-41.99361,81.73567,383,22,-1,-1
-34.65207,81.73567,403,22,-1,-1
-27.31053,81.73567,424,22,-1,-1
-12.62745,81.73567,464,22,475,25
-64.01824,80.61064,322,26,325,25
-56.6767,80.61064,342,26,-1,-1
-49.33516,80.61064,362,26,-1,-1
-41.99361,80.61064,383,26,-1,-1
-34.65207,80.61064,403,26,-1,-1
-27.31053,80.61064,424,26,-1,-1
-19.96899,80.61064,444,26,450,25
-64.01824,79.33402,322,29,-1,-1
-56.6767,79.33402,342,29,-1,-1
-49.33516,79.33402,362,29,-1,-1
-41.99361,79.33402,383,29,-1,-1
-34.65207,79.33402,403,29,-1,-1
-27.31053,79.33402,424,29,-1,-1
-19.96899,79.33402,444,29,-1,-1
-71.35978,77.88612,301,33,300,25
-64.01824,77.88612,322,33,-1,-1
-56.6767,77.88612,342,33,-1,-1
-49.33516,77.88612,362,33,-1,-1
-41.99361,77.88612,383,33,-1,-1
-34.65207,77.88612,403,33,-1,-1
-27.31053,77.88612,424,33,-1,-1
-56.6767,76.245,342,38,350,50
-49.33516,76.245,362,38,-1,-1
-41.99361,76.245,383,38,375,50
-34.65207,76.245,403,38,400,50
-27.31053,76.245,424,38,425,50
-56.6767,74.38644,342,43,-1,-1
-49.33516,74.38644,362,43,-1,-1
-41.99361,74.38644,383,43,-1,-1
-34.65207,74.38644,403,43,-1,-1
-27.31053,74.38644,424,43,-1,-1
-19.96899,74.38644,444,43,450,50
-49.33516,72.28384,362,49,-1,-1
-41.99361,72.28384,383,49,-1,-1
-34.65207,72.28384,403,49,-1,-1
-27.31053,72.28384,424,49,-1,-1
-49.33516,69.90839,362,55,-1,-1
-41.99361,69.90839,383,55,-1,-1
-34.65207,69.90839,403,55,-1,-1
-27.31053,69.90839,424,55,-1,-1
-49.33516,67.22934,362,63,350,75
-41.99361,67.22934,383,63,375,75
-34.65207,67.22934,403,63,400,75
-49.33516,64.21453,362,71,-1,-1
-41.99361,64.21453,383,71,-1,-1
-12.62745,10.99806,464,219,475,225
2.05563,48.17145,505,116,500,125
2.05563,43.0407,505,130,-1,-1
24.08025,67.22934,566,63,-1,-1
24.08025,64.21453,566,71,-1,-1
24.08025,60.83133,566,81,-1,-1
38.76334,10.99806,607,219,600,225
-5.28591,43.0407,485,130,475,125
-5.28591,37.44212,485,145,-1,-1
-5.28591,57.04802,485,91,475,100
31.4218,31.39118,587,162,-1,-1
31.4218,24.92389,587,180,-1,-1
-78.70132,-3.61446,281,260,275,250
2.05563,31.39118,505,162,500,150
2.05563,24.92389,505,180,500,175
9.39717,24.92389,526,180,525,175
9.39717,57.04802,526,91,525,100
9.39717,52.8358,526,103,-1,-1
9.39717,48.17145,526,116,525,125
-86.04286,10.99806,260,219,250,225
-71.35978,3.72206,301,239,-1,-1
16.73871,3.72206,546,239,550,250
24.08025,3.72206,566,239,-1,-1
16.73871,-3.61446,546,260,-1,-1
24.08025,-3.61446,566,260,-1,-1
24.08025,-10.89219,566,280,-1,-1
9.39717,3.72206,526,239,525,250
119.52029,48.17145,832,116,825,125
126.86183,48.17145,852,116,850,125
134.20337,48.17145,872,116,875,125
82.81258,43.0407,730,130,-1,-1
90.15412,43.0407,750,130,-1,-1
112.17875,43.0407,811,130,-1,-1
119.52029,43.0407,832,130,-1,-1
126.86183,43.0407,852,130,-1,-1
75.47104,37.44212,709,145,-1,-1
82.81258,37.44212,730,145,725,150
90.15412,37.44212,750,145,750,150
97.49566,37.44212,770,145,775,150
104.83721,37.44212,791,145,800,150
112.17875,37.44212,811,145,-1,-1
119.52029,37.44212,832,145,825,150
82.81258,31.39118,730,162,-1,-1
90.15412,31.39118,750,162,-1,-1
97.49566,31.39118,770,162,-1,-1
104.83721,31.39118,791,162,-1,-1
112.17875,31.39118,811,162,-1,-1
119.52029,31.39118,832,162,-1,-1
97.49566,24.92389,770,180,775,175
104.83721,24.92389,791,180,800,175
112.17875,24.92389,811,180,-1,-1
-71.35978,-31.29909,301,336,300,325
-71.35978,-52.77061,301,396,300,400
-78.70132,82.72672,281,20,275,25
-71.35978,82.72672,301,20,-1,-1
-64.01824,82.72672,322,20,-1,-1
-86.04286,81.73567,260,22,250,25
-78.70132,81.73567,281,22,-1,-1
-71.35978,81.73567,301,22,-1,-1
-93.3844,80.61064,240,26,-1,-1
-86.04286,80.61064,260,26,-1,-1
-78.70132,80.61064,281,26,-1,-1
-71.35978,80.61064,301,26,-1,-1
-93.3844,79.33402,240,29,-1,-1
-86.04286,79.33402,260,29,-1,-1
-78.70132,79.33402,281,29,-1,-1
-86.04286,77.88612,260,33,-1,-1
-78.70132,77.88612,281,33,-1,-1
-115.40902,76.245,179,38,175,50
-100.72594,76.245,220,38,225,50
-122.75057,74.38644,159,43,150,50
-122.75057,72.28384,159,49,-1,-1
-115.40902,72.28384,179,49,-1,-1
-108.06748,72.28384,199,49,200,50
-100.72594,72.28384,220,49,-1,-1
-86.04286,72.28384,260,49,250,50
-78.70132,72.28384,281,49,275,50
-130.09211,69.90839,138,55,-1,-1
-122.75057,69.90839,159,55,-1,-1
-115.40902,69.90839,179,55,-1,-1
-108.06748,69.90839,199,55,-1,-1
-93.3844,69.90839,240,55,-1,-1
-71.35978,69.90839,301,55,300,50
-137.43365,67.22934,118,63,125,75
-130.09211,67.22934,138,63,150,75
-122.75057,67.22934,159,63,-1,-1
-115.40902,67.22934,179,63,175,75
-108.06748,67.22934,199,63,200,75
-100.72594,67.22934,220,63,225,75
-93.3844,67.22934,240,63,250,75
-86.04286,67.22934,260,63,-1,-1
-71.35978,67.22934,301,63,300,75
-64.01824,67.22934,322,63,325,75
-137.43365,64.21453,118,71,-1,-1
-130.09211,64.21453,138,71,-1,-1
-122.75057,64.21453,159,71,-1,-1
-115.40902,64.21453,179,71,-1,-1
-108.06748,64.21453,199,71,-1,-1
-100.72594,64.21453,220,71,-1,-1
-93.3844,64.21453,240,71,-1,-1
-86.04286,64.21453,260,71,-1,-1
-71.35978,64.21453,301,71,-1,-1
-137.43365,60.83133,118,81,-1,-1
-130.09211,60.83133,138,81,-1,-1
-122.75057,60.83133,159,81,-1,-1
-115.40902,60.83133,179,81,-1,-1
-108.06748,60.83133,199,81,-1,-1
-100.72594,60.83133,220,81,-1,-1
-71.35978,60.83133,301,81,-1,-1
-130.09211,57.04802,138,91,150,100
-122.75057,57.04802,159,91,-1,-1
-115.40902,57.04802,179,91,175,100
-108.06748,57.04802,199,91,200,100
-100.72594,57.04802,220,91,225,100
-93.3844,57.04802,240,91,250,100
-71.35978,57.04802,301,91,300,100
-64.01824,57.04802,322,91,325,100
-122.75057,52.8358,159,103,-1,-1
-115.40902,52.8358,179,103,-1,-1
-108.06748,52.8358,199,103,-1,-1
-100.72594,52.8358,220,103,-1,-1
-93.3844,52.8358,240,103,-1,-1
-86.04286,52.8358,260,103,-1,-1
-78.70132,52.8358,281,103,275,100
-71.35978,52.8358,301,103,-1,-1
-64.01824,52.8358,322,103,-1,-1
-56.6767,52.8358,342,103,350,100
-86.04286,48.17145,260,116,-1,-1
-78.70132,48.17145,281,116,-1,-1
-71.35978,48.17145,301,116,-1,-1
-56.6767,48.17145,342,116,350,125
24.08025,-17.99651,566,299,-1,-1
24.08025,-24.82607,566,318,-1,-1
-64.01824,3.72206,322,239,325,250
-64.01824,-3.61446,322,260,-1,-1
-56.6767,-3.61446,342,260,-1,-1
-49.33516,-3.61446,362,260,-1,-1
-41.99361,-3.61446,383,260,375,250
-64.01824,-10.89219,322,280,325,275
-56.6767,-10.89219,342,280,350,275
-49.33516,-10.89219,362,280,-1,-1
-41.99361,-10.89219,383,280,375,275
-56.6767,-17.99651,342,299,350,300
-49.33516,-17.99651,362,299,-1,-1
-41.99361,-17.99651,383,299,375,300
-49.33516,-24.82607,362,318,-1,-1
-64.01824,-17.99651,322,299,325,300
24.08025,52.8358,566,103,-1,-1
24.08025,43.0407,566,130,-1,-1
90.15412,24.92389,750,180,750,175
-5.28591,10.99806,485,219,-1,-1
2.05563,10.99806,505,219,500,225
16.73871,48.17145,546,116,550,125
141.54491,-10.89219,893,280,900,275
126.86183,-17.99651,852,299,850,300
134.20337,-17.99651,872,299,875,300
141.54491,-17.99651,893,299,900,300
119.52029,-24.82607,832,318,825,325
126.86183,-24.82607,852,318,850,325
134.20337,-24.82607,872,318,875,325
141.54491,-24.82607,893,318,900,325
148.88645,-24.82607,913,318,925,325
119.52029,-31.29909,832,336,-1,-1
126.86183,-31.29909,852,336,-1,-1
134.20337,-31.29909,872,336,-1,-1
141.54491,-31.29909,893,336,-1,-1
148.88645,-31.29909,913,336,-1,-1
141.54491,-37.35646,893,353,900,350
148.88645,-37.35646,913,353,925,350
-64.01824,-24.82607,322,318,325,325
-64.01824,-31.29909,322,336,-1,-1
-71.35978,-37.35646,301,353,300,350
-64.01824,-37.35646,322,353,325,350
-71.35978,-42.96185,301,369,300,375
-71.35978,-48.09949,301,383,-1,-1
16.73871,-10.89219,546,280,550,275